5.578500e+06	113
5.582100e+06	141
5.585800e+06	140
5.588700e+06	144
5.597800e+06	1804212609
5.601000e+06	131
5.612700e+06	84
5.613000e+06	133
5.627100e+06	145
5.638200e+06	126
5.663200e+06	97
5.680000e+06	106
5.692200e+06	611212867
5.723700e+06	41
5.738100e+06	49
5.759100e+06	1639799867
5.815900e+06	123
5.854300e+06	109
5.877500e+06	120
5.980300e+06	54
6.034800e+06	136
6.234600e+06	2328232000
6.395200e+06	81
6.513900e+06	129
6.645200e+06	3393811039
6.860800e+06	103
6.933700e+06	139
7.150800e+06	124
7.256200e+06	149
7.620100e+06	92
8.834900e+06	122
1.006570e+07	80
2.221660e+07	3687573659
